tempo_s,T_real_C,T_termopar_C,Tensao_termopar_mV,R_Pt100_Ohm,R_NTC_Ohm
65,82.37629258333368,82.53692145843321,3.071504608418453,131.80324338611229,1178.8148581343614
66,82.31684872805036,82.51858206423464,3.277451329164361,131.78057631637807,1181.007069107592
67,82.25818290757607,82.49688213451309,3.541225103439402,131.75820552592688,1183.1753052301
68,82.20054069351139,82.47218701442961,3.130501782957764,131.7362246758299,1185.3102860605109
69,82.1441650723024,82.44485185258567,3.4389505123893382,131.71472644755713,1187.4027524403925
70,82.08929583750549,82.41522218466233,3.1077077486464746,131.6938023108114,1189.443493534947
71,82.03616899003283,82.38363441844321,3.471015007642877,131.67354229432163,1191.423374638586
72,81.98501614787754,82.35041622922941,3.369238768938909,131.65403476017266,1193.3333656325926
73,81.93606396679404,82.31588687402646,3.051924998653983,131.6353661822412,1195.164569969792
74,81.88953357338147,82.28035743230605,3.606442525615982,131.61762092929766,1196.9082540497448
75,81.84564001198729,82.24413098061282,3.225091054845516,131.60088105332187,1198.5558768371961
76,81.80459170681345,82.20750270779621,3.2084571236167685,131.5852260835695,1200.0991195669312
77,81.76658994056955,82.17075997719398,3.409114998511142,131.57073282691087,1201.5299153696324
78,81.73182835097617,82.13418234167582,3.597228945894452,131.557475174949,1202.8404786462
79,81.70049244637678,82.09804151706757,3.162855338404091,131.54552391840707,1204.0233340124046
80,81.67275914166906,82.06260131911769,3.3769026240534195,131.5349465692578,1205.0713446315765
81,81.64879631571536,82.02811756883416,3.4489161203883154,131.5258071910473,1205.977739750905
82,81.62876239133875,81.99483797070954,3.5004094782517203,131.5181662378459,1206.736141256318
83,81.61280593895442,81.96300196806328,3.3957713917460395,131.51208040223756,1207.3405890625152
84,81.60106530482692,81.93284057946025,3.285840895941206,131.50760247273504,1207.785565158054
85,81.59366826488275,81.90457621991212,3.1925695808866528,131.504781200986,1208.0660161308429
86,81.59073170494342,81.87842251033139,3.374244099532862,131.50366117910949,1208.17737400675
87,81.59236132817811,81.85458407848529,3.141610144820776,131.50428272747635,1208.1155752434026
88,81.59865139050733,81.83325635448712,2.7708934138350507,131.5066817932217,1207.8770777323714
89,81.60968446461895,81.81462536366477,3.4417116007417894,131.51088985974857,1207.4588756759101
90,81.6255312331863,81.79886751945824,3.5345405365150273,131.5169338674557,1206.8585122190664
91,81.64625031180516,81.78614941882049,2.8806456390632724,131.52483614589158,1206.074089733938
92,81.67188810209257,81.77662764242649,3.150895592397499,131.53461435751007,1205.104277670405
93,81.70247867531404,81.77044856183379,3.476419243236225,131.54628145317037,1203.9483179059914
94,81.73804368683062,81.76774815558352,3.763976768321264,131.55984563949693,1202.6060275470427
95,81.77859232157925,81.76865183608317,3.3566734668144917,131.57531035818158,1201.0777991533296
96,81.82412127072297,81.77327428896982,3.2071036576019356,131.592674277282,1199.3645983786691
97,81.874614739529,81.78171932651641,3.316471204166205,131.61193129453753,1197.4679590407227
98,81.93004448645542,81.79407975651132,3.6285325538466013,131.6330705526947,1195.3899756535636
99,81.99036989334846,81.81043726791442,3.225035092159584,131.6560764668018,1193.1332934767152
100,82.05553806657494,81.83086233446947,3.1952269543831977,131.6809287634024,1190.7010961538083
101,82.12548396883737,81.85541413733347,3.2595232751942658,131.70760253152727,1188.097091032618
102,82.20013058134181,81.8841405076675,3.166584039162625,131.7360682853525,1185.3254922756691
103,82.27938909591359,81.91707789002133,3.383134256689834,131.76629203836362,1182.3910018869433
104,82.36315913658034,81.95425132723459,3.68505999611053,131.7982353888339,1179.2987887947643
105,82.4513290100688,81.99567446747078,3.426438507789508,131.83185561639854,1176.0544661441604
106,82.54377598458912,82.04134959389731,3.3132246329245323,131.86710578947537,1172.6640669631522
107,82.64036659620967,82.09126767742333,3.3073797209912477,131.90393488325736,1169.134018376969
108,82.74095698205711,82.14540845280948,3.055323584825857,131.94228790797416,1165.471114551474
109,82.84539323950828,82.20374051836771,3.546975316682508,131.98210604709377,1161.6824885526412
110,82.95351181047661,82.26622145937678,3.357347640431888,132.02332680511094,1157.7755833122565
111,83.06513988983215,82.33279799524806,3.339548735087045,132.06588416454414,1153.7581218914943
112,83.18009585693477,82.40340615038862,4.017161165734906,132.1097087517399,1149.6380772333982
113,83.29818972920152,82.47797144862302,3.4413474110666815,132.15472801106148,1145.423641592894
114,83.4192236365748,82.55640913095233,3.234454564350009,132.2008663870171,1141.1231958287494
115,83.54299231570525,82.6386243963484,3.302912081009176,132.24804551386475,1136.7452787359084
116,83.66928362261413,82.72451266520389,3.6213941611127107,132.29618441221032,1132.2985565892704
117,83.79787906255402,82.81395986498306,3.4180264365718585,132.34519969209967,1127.791793061069
118,83.92855433574314,82.9068427375464,3.1115249565759293,132.3950057620892,1123.233819663981
119,84.06107989760959,83.00302916755166,3.586969982784659,132.44551504376508,1118.6335068609887
120,84.19522153214484,83.10237853126776,3.2735687026741798,132.49663819116725,1113.999735971023
121,84.33074093693375,83.20474206507326,3.786053979911513,132.54828431456417,1109.3413719867528
122,84.46739631839854,83.30996325285037,3.631718106509795,132.60036120801294,1104.6672374077577
123,84.60494299576902,83.41787823142693,3.3306686283567535,132.65277558013082,1099.986087178762
124,84.74313401226962,83.52831621316382,3.6808642370867393,132.70543328749704,1095.3065848090448
125,84.88172075199535,83.64109992473311,3.4428561990195385,132.75823957009825,1090.6372797354695
126,85.02045356093485,83.75604606108325,3.6045526235288574,132.81109928822607,1085.9865859781291
127,85.15908237058858,83.87296575354203,3.5357381593541186,132.86391716023306,1081.3627621244905
128,85.2973573226229,83.99166505096544,3.274386936091408,132.91659800055132,1076.7738926651684
129,85.43502939299938,84.1119454128016,3.3198797954613735,132.96904695737962,1072.2278706923923
130,85.57185101401873,84.23360421290303,3.6595699362452567,133.02116974944445,1067.732381960658
131,85.707576692725,84.35643525288819,3.3916587789471078,133.0728729012461,1063.2948902984404
132,85.84196362412413,84.48022928382451,3.3829597079884057,133.1240639762031,1058.922624349737
133,85.97477229768428,84.6047745349795,3.277771240064289,133.17465180711682,1054.6225656153524
134,86.10576709560182,84.7298572483647,3.558643960301645,133.2245467233828,1050.401437755564
135,86.23471688133786,84.85526221777913,3.891570734777573,133.2736607743871,1046.2656971085912
136,86.36139557695401,84.98077333104371,3.2707051237219376,133.3219079485345,1042.2215243731125
137,86.48558272780465,85.10617411410712,3.494197030012944,133.3692043873663,1038.2748173976718
138,86.607064053174,85.23124827569603,3.776925290386623,133.41546859424116,1034.4311850155011
139,86.72563198148177,85.35578025117817,3.4836587120491624,133.4606216370631,1030.6959418598187
140,86.84108616871985,85.47955574430665,3.5951361447665193,133.50458734455864,1027.0741040921
141,86.95323399882383,85.60236226551642,3.2972181472567974,133.5472924956205,1023.5703859741575
142,87.06189106472908,85.7239896654508,3.6003449957250124,133.58866700125256,1020.1891972139886
143,87.1668816289087,85.84423066240562,3.482184604157721,133.62864407867093,1016.9346410152351
144,87.26803906224248,85.96288136239203,3.7216241349940455,133.66716041713406,1013.8105127607996
145,87.36520626011972,86.079741770536,3.7667466229049267,133.70415633509617,1010.8202992623945
146,87.45823603473599,86.19461629255267,4.051891996398382,133.7395759283006,1007.9671785098403
147,87.54699148260329,86.30731422505688,3.654526517870048,133.77336720845128,1005.2540198563407
148,87.63134632635493,86.41765023349839,3.6082829228898676,133.8054822321238,1002.6833845790846
149,87.71118522999102,86.52544481653945,3.5864200977935847,133.83587721960293,1000.2575267579261
150,87.78640408677627,86.63052475572584,3.481218256422622,133.86451266335618,997.9783944188881
151,87.85691027907089,86.73272354933793,3.623738434215194,133.8913534258807,995.8476308933865
152,87.92262290944484,86.83188182934684,3.501026872975415,133.91636882668513,993.8665763487547
153,87.983473002498,86.92784776044277,3.5977339534320767,133.93953271819495,992.0362694503675
154,88.0394036768816,87.02047742014601,3.8313590813475784,133.9608235503983,990.357449120804
155,88.09037028709123,87.10963515905812,3.370186528465455,133.9802244240738,988.8305563666353
156,88.13634053467656,87.19519394035966,3.8029786637805554,133.99772313247337,987.4557361487982
157,88.17729454859048,87.27703565771223,3.841781475434175,134.01331219135736,986.2328392779627
158,88.21322493447612,87.35505143077589,3.5579434032635957,134.0269888573109,985.1614243217413
159,88.244136792769,87.42914187760864,3.1602238371802356,134.03875513429603,984.2407595161839
160,88.27004770556911,87.49921736327201,3.465903514475266,134.04861776842534,983.4698246793284
161,88.29098769231528,87.56519822402562,3.8495720364972725,134.0565882309688,982.8473131302046
162,88.30699913437314,87.62701496655458,3.5881340011689615,134.0626826896362,982.3716336218055
163,88.3181366687249,87.68460844173545,3.3952084996521714,134.06692196820507,982.040912301952
164,88.32446705102676,87.73792999250972,3.4963001454472553,134.06933149459158,981.8529947208659
165,88.32606898837605,87.78694157549859,3.767388609896353,134.0699412374923,981.8054479092615
166,88.32303294220648,87.83161585605758,3.710442963738637,134.0687856317492,981.8955625552851
167,88.31546090180376,87.87193627653643,3.554962967504055,134.06590349262123,982.1203553131216
168,88.30346612900782,87.90789709757571,3.5308588986376668,134.0613379191697,982.476571280078
169,88.28717287474001,87.9395034123394,3.5271680100971516,134.0551361869938,982.9606866827577
170,88.26671606806327,87.96677113364973,3.4221555795799383,134.04734963057697,983.5689118163364
171,88.24224097855303,87.98972695405834,3.9306539430102805,134.0380335155319,984.2971942838453
172,88.21390285282236,88.00840827895534,3.5438806455949012,134.02724690105413,985.1412225850407
173,88.18186652610989,88.0228631328849,3.85236909261338,134.01505249292188,986.0964301063643
174,88.1463060099017,88.03315003930297,3.913622361995912,134.00151648740058,987.1579995651449
175,88.10740405661741,88.03933787407917,3.809275032466838,133.98670840643362,988.3208679620955
176,88.06535170244878,88.04150569310997,3.523377670873899,133.97070092452304,989.5797320966473
177,88.0203477894936,88.03974253447527,3.690375461980808,133.953569687725,990.9290546993383
178,87.97259846837899,88.0341471956339,3.6045609137428074,133.9353931252027,992.3630712346927
179,87.9223166826176,88.02482798621588,3.4282775752888255,133.91625225380153,993.8757974263648
180,87.86972163598531,88.01190245703,3.6733598570825508,133.89623047612486,995.4610375541425
181,87.81503824425185,87.99549710596516,3.372007423112611,133.87541337260973,997.1123935693219
182,87.75849657263474,87.97574706152096,3.8445415072146725,133.85388848811303,998.8232750712693
183,87.7003312603824,87.95279574475941,3.5131411660754575,133.83174511353658,1000.5869101834711
184,87.64078093392509,87.92679451052322,3.6452305061060204,133.80907406302956,1002.3963573621302
185,87.5800876100601,87.89790226881796,3.660471567330765,133.78596744732067,1004.2445181643575
186,87.51849609066309,87.86628508730506,3.550736693838692,133.76251844374102,1006.124150996339
187,87.45625335043849,87.83211577589951,3.718455507106935,133.7388210635088,1008.0278858543696
188,87.39360791923923,87.79557345451116,3.5046377803104525,133.71496991685433,1009.9482400636317
189,87.33080926049982,87.7568431050102,3.7722900267968678,133.69105997656922,1011.8776350108715
190,87.26810714733602,87.71611510853735,3.327164783400682,133.66718634057005,1013.8084138578683
191,87.205751037871,87.67358476931516,3.619892891451204,133.64344399406806,1015.7328602129191
192,87.14398945134887,87.6294518261513,3.98059332468386,133.61992757194022,1017.6432177273141
193,87.08306934659554,87.58391995285498,3.3908744531459396,133.59673112189586,1019.5317105735105
194,87.02323550437974,87.53719624881538,3.4534760520964602,133.5739478690324,1021.3905647508782
195,86.96472991521867,87.48949072101566,3.689850689493425,133.55166998237206,1023.2120301543168
196,86.9077911741579,87.44101575877751,3.6209980024977977,133.5299883439651,1024.988403330274
197,86.85265388403855,87.39198560254927,3.6531974295592318,133.50899232114182,1026.712050834145
198,86.79954806874329,87.34261580806543,3.6788846741602157,133.48876954248675,1028.3754330928716
199,86.74869859788761,87.29312270721728,3.7059623247082625,133.46940567810074,1029.97112866669
200,86.70032462439427,87.24372286698203,3.798932605937508,133.45098422470593,1031.4918587948134
201,86.65463903635694,87.19463254776326,3.6569436658439964,133.43358629613778,1032.930512101412
202,86.61184792456294,87.14606716249656,3.5247372227386506,133.41729041975452,1034.2801693304457
203,86.57215006700598,87.09824073787235,3.7055426104933127,133.40217233928072,1035.5341279716001
204,86.53573643167745,87.05136537902277,3.949082367518977,133.38830482458562,1036.6859266337672
205,86.50278969887886,87.00565073901078,3.5407049310229275,133.37575748887932,1037.7293690185713
206,86.4734838042496,86.96130349444735,3.370507582338213,133.36459661379303,1038.6585473433588
207,86.44798350365207,86.91852682854774,3.7850757338278522,133.35488498278812,1039.4678650617361
208,86.42644396100177,86.8775199229189,3.5379020840489557,133.34668172331908,1040.152058729829
209,86.4090103600727,86.83847745934838,3.1258436666304763,133.34004215815344,1040.7062188680425
210,86.39581754124806,86.80158913284002,3.7283494898765253,133.33501766622814,1041.1258096713677
211,86.38698966412453,86.76703917711373,3.4503829690708785,133.33165555339826,1041.4066874262137
212,86.38263989681313,86.73500590375535,3.5380285855931373,133.3299989334089,1041.5451174981283
213,86.38287013271349,86.70566125616853,3.6213281776167126,133.3300866193943,1041.537789762819
214,86.38777073546937,86.67917037944359,3.5919459215130005,133.3319530261833,1041.3818323624791
215,86.39742031274287,86.65569120721852,3.6947737029237677,133.33562808366003,1041.0748236802715
216,86.41188551937262,86.6353740665647,3.4649530626151837,133.3411371614034,1040.6148024381357
217,86.43122089040851,86.61836130188502,3.6539739730125027,133.34850100479733,1040.000275836469
218,86.45546870443962,86.60478691876457,3.4988869281525643,133.3577356827769,1039.2302256686812
219,86.48465887755735,86.59477624866398,3.698147922372724,133.36885254734332,1038.3041123589658
220,86.51880888821859,86.58844563529352,3.6731997678496455,133.38185820495204,1037.2218768875146
221,86.55792373319707,86.58590214345216,3.36293424747262,133.39675449984753,1035.9839405839398
222,86.60199591473254,86.58724329105885,3.76727339816842,133.41353850938694,1034.5912027863867
223,86.65100545891015,86.59255680504646,3.4431021399840955,133.43220255136427,1033.0450363805503
224,86.70491996522422,86.60192040172794,3.7122902961270747,133.4527342033169,1031.347281249572
225,86.76369468720209,86.61540159218411,3.624688927959817,133.47511633376325,1029.500235682007
226,86.82727264388706,86.63305751315936,3.9195920933985584,133.49932714529206,1027.506645800869
227,86.89558476190136,86.65493478388785,3.5081591296650316,133.52534022939216,1025.3696930917752
228,86.96855004773431,86.68106938920839,3.4840604857339046,133.55312463288084,1023.0929801222665
229,87.04607578982484,86.71148658925976,3.551287028982104,133.5826449357612,1020.6805145574256
230,87.12805778993355,86.74620085598258,3.495958278528431,133.613861340307,1018.136691588678
231,87.2143806232256,86.78521583658616,3.7181822296884426,133.64672977114753,1015.4662749030755
232,87.30491792641492,86.8285243440719,3.23670737641963,133.68120198609427,1012.6743763292639
233,87.39953271324883,86.87610837483663,3.3511839595390316,133.717225697426,1009.7664343038847
234,87.49807771654525,86.92793915331235,3.350484920969968,133.75474470332117,1006.7481913077222
235,87.60039575592702,86.98397720353024,3.7564045837394553,133.7936990291006,1003.6256704253466
236,87.7063201303344,87.0441724474306,3.91093374486104,133.83402507791962,1000.4051511843462
237,87.81567503433484,87.10846432967261,3.550557193809083,133.87565579052387,997.0931448312155
238,87.9282759971891,87.17678196863233,3.540483716075923,133.9185208136608,993.6963692003163
239,88.04393034357672,87.24904433321103,3.591221250284289,133.96254667671766,990.2217233300602
240,88.16243767482878,87.32516044501251,3.8127072387671515,134.00765697613497,986.6762619769136
241,88.28359036946559,87.4050296053836,3.398135586982613,134.053772567126,983.0671701727366
242,88.40717410178779,87.48854164675062,3.6347040040637326,134.1008117622154,979.4017379648319
243,88.53296837722523,87.5755772076235,3.7856381914690496,134.14869053609175,975.6873354706975
244,88.66074708310472,87.66600803058026,3.69452516324176,134.19732273625476,971.9313883711884
245,88.79027905346089,87.75969728248698,3.636063911901715,134.246620298923,968.1413539566582
246,88.92132864647783,87.85649989615288,3.8023257142556965,134.2964934696562,964.3246978308132
247,89.05365633311834,87.95626293256667,3.065560321635386,134.34685102813398,960.4888713666769
248,89.18701929546978,88.0588259628086,3.7459869283813343,134.39760051652414,956.6412899982482
249,89.32117203331057,88.16402146868376,3.4839097435905493,134.44864847086467,952.7893124205067
250,89.45586697738166,88.27167526107525,3.2530121063327937,134.49990065487708,948.9402207592183
251,89.59085510782964,88.38160691497144,3.7258864034188255,134.5512622956236,945.1012017610054
252,89.72588657627621,88.49363022008018,3.9029705480558787,134.6026383204164,941.2793290430936
253,89.8607113299587,88.6075536459034,3.605419996556501,134.65393359438582,937.481546431583
254,89.99507973638202,88.72318082010995,3.8282253230650958,134.70505315811243,933.7146524066611
255,90.12874320692042,88.84031101901081,3.964908403377173,134.7559024647293,929.9852856634327
256,90.26145481781052,88.9587396689108,3.910291217142152,134.80638761590333,926.2999117876443
257,90.39296992698345,89.07825885708351,3.980201519014703,134.8564155961072,922.6648110369323
258,90.52304678519447,89.19865785109276,3.805570470109182,134.90589450459947,919.0860672101321
259,90.6514471399221,89.31972362516187,3.677195396411955,134.95473378453627,915.5695575798937
260,90.77793683052802,89.44124139227571,3.346697734703871,135.00284444864704,912.1209438572168
261,90.90228637318955,89.5629951406852,3.622870303142104,135.050139300914,908.7456641507133
262,91.02427153414303,89.68476817347336,3.5084261760491695,135.09653315370855,905.4489258783263
263,91.1436738898051,89.80634364983433,4.116248633142771,135.14194303984746,902.2356995849271
264,91.26028137237208,89.92750512671248,3.651850547708744,135.18628841904567,899.1107136157298
265,91.37388879953342,90.04803709944755,3.716610482434247,135.22949137825796,896.0784495926761
266,91.48429838697564,90.1677255400749,3.8071738223511646,135.27147682541582,893.1431386388325
267,91.59132024239535,90.28635843193493,3.710461184983823,135.31217267608412,890.3087582946514
268,91.69477283978676,90.40372629925591,4.045562986355643,135.35151003257928,887.5790300690999
269,91.79448347281846,90.51962273038612,3.586774659598941,135.38942335511024,884.9574175687621
270,91.8902886861655,90.63384489336774,3.754909131675526,135.42585062452278,882.4471251485178
271,91.98203468371986,90.74619404256374,3.5720998386055043,135.46073349625004,880.0510970284886
272,92.06957771265768,90.85647601507156,3.461111014373793,135.49401744509217,877.7720168236527
273,92.15278442240432,90.96450171568263,3.607190752161931,135.52565190047295,875.6123074345262
274,92.23153219759952,91.0700875891757,3.7264662317465214,135.55559037184273,873.5741312498848
275,92.30570946423043,91.1730560787636,3.6522348543258554,135.58379056392278,871.6593906153565
276,92.37521596816761,91.27323606954727,3.603718482876667,135.61021448151064,869.869728525002
277,92.43996302540741,91.37046331586895,3.4649255032162602,135.63482852359095,868.2065294964782
278,92.49987374339581,91.46458085149618,3.7334267003856048,135.65760356652444,866.6709205941743
279,92.55488321287977,91.55543938161148,3.45282893983987,135.67851503611155,865.2637725687637
280,92.60493866980741,91.6428976556278,3.909369996618661,135.6975429683571,863.9857010857085
281,92.64999962687158,91.72682281989812,3.7772876862027234,135.7146720587881,862.8370680196957
282,92.69003797436862,91.80709074943732,3.4725804208339444,135.72989170020543,861.8179827962845
283,92.72503805011993,91.88358635782754,3.7053852252609567,135.74319600877774,860.928303766676
284,92.75499667828156,91.95620388453204,3.6197730781476976,135.75458383841527,860.167639605983
285,92.7799231769449,92.02484715889979,3.8368536355987275,135.7640587833878,859.5353507300056
286,92.79983933450967,92.08942984020061,4.043756712652854,135.7716291691819,859.0305507299984
287,92.81477935488766,92.1498756330912,3.40311040702759,135.77730803161901,858.6521078294871
288,92.82478977167506,92.20611847797319,3.8034560734263847,135.78111308428578,858.3986463715473
289,92.82992933150706,92.25810271576768,3.750555652233147,135.78306667435567,858.2685483493301
290,92.83026884688684,92.30578322669427,3.918805127584559,135.78319572690958,858.2599549967532
291,92.82589101885652,92.3491255427078,3.8289534728985575,135.78153167789077,858.3707684603396
292,92.81689022995349,92.3881059333116,3.6375184769180122,135.77811039585708,858.5986535769572
293,92.8033723079694,92.4227114645331,3.7255203829125336,135.77297209272118,858.9410397858766
294,92.78545426110244,92.45294003091388,3.6313653699067716,135.76616122369583,859.3951232068514
295,92.76326398516507,92.47880036043482,4.0068322424975475,135.75772637668783,859.9578689190241
296,92.7369399435784,92.50031199236345,3.79677512142129,135.74772015141053,860.6260134782036
297,92.70663082095399,92.51750522807933,4.1734558515018545,135.73619902850896,861.3960677124686
298,92.67249515112806,92.53042105500006,3.7816151004920786,135.7232232290177,862.2643198380107
299,92.63470092057837,92.53911104379826,3.652422199413636,135.70885656449389,863.2268389388518
300,92.59342514821495,92.54363721916631,3.491546247463254,135.69316627819268,864.2794788551257
301,92.54885344259462,92.54407190445201,3.4336790128313437,135.6762228776724,865.4178825253591
302,92.5011795376667,92.54049754055323,3.477333210561585,135.6580999592404,866.6374868283881
303,92.45060480820962,92.5330064795246,3.8472785958628055,135.6388740246695,867.9335279701373
304,92.39733776616991,92.52170075341171,3.895134735535867,135.61862429063476,869.3010474596716
305,92.3415935391627,92.50669181889096,3.4765362241681026,135.59743249133888,870.7348987173592
306,92.28359333243662,92.4881002783531,3.9710197742277002,135.5753826748117,872.2297543559648
307,92.22356387564847,92.46605557812771,3.6944960683665484,135.55256099338547,873.7801141727447
308,92.16173685583003,92.4406956846029,3.819427125465829,135.5290554888627,875.3803138873134
309,92.0983483379647,92.41216673904972,4.111342961952124,135.5049558729067,877.0245346560923
310,92.0336381746217,92.38062269201406,3.966973393545683,135.4803533031982,878.7068133895069
311,91.96784940612403,92.34622491818989,3.732489092064619,135.45534015591207,880.4210538929818
312,91.901227652749,92.30914181273648,3.606436369239139,135.43000979507812,882.1610388468729
313,91.83402050048069,92.2695483700485,3.3526884029061277,135.4044563393988,883.9204426341471
314,91.7664768818497,92.22762574603193,3.637501991738825,135.37877442710334,885.6928450176374
315,91.69884645340771,92.18356080497992,3.7372999452386377,135.3530589794242,887.4717456612975
316,91.63137897139266,92.13754565218098,3.5802034663091833,135.3274049632849,889.2505794819525
317,91.56432366714549,92.08977715342802,3.749429469872088,135.30190715379257,891.0227328097753
318,91.49792862383913,92.04045644262894,3.78902909073954,135.27665989712838,892.7815603271428
319,91.43244015607787,91.98978841874968,3.7266101288071214,135.25175687443024,894.5204027466937
320,91.36810219391771,91.93798123334702,3.6394567144025363,135.22729086725946,896.2326051803701
321,91.30515567284719,91.88524576997203,3.801026010962199,135.2033535252403,897.9115361423327
322,91.24383793125372,91.83179511674551,3.853491729700448,135.18003513645735,899.550607119534
